Q, A
오늘 또 헤어진 사람의 SNS를 봤네예, SNS를 삭제하는 기 어떨까예. 미련만 남을 뿐이라예.
오늘 마지막 사진을 정리했다 아입니꺼, 한켠으로 후련해졌을 끼라 생각해요.
오늘 마지막 연락했다 아입니꺼, 맴을 단단히 하길 바랄게예.
오늘 마지막 인사를 하러 가네예, 미련 없길 바랄게예.
오늘 마지막 인사하러 갑니더., 미련 없이 정리했길 바랍니다.
오늘 메일을 한 통 보냈어예, 후회가 남지 않길 바랍니다.
오늘 무너졌어예., 힘내지 않아도 돼요. 쪼매 쉬어가이소.
오늘 무작정 찾으러 가고 싶은데 갈까?, 나는 추천하고 싶지 않아요.
"오늘 보기로 했던 그녀, 몬 봤네예", 안 보는 기 더 나았을 수도 있겠네예.
오늘 얼굴 보고 확실히 헤어졌어예, 쉽지 않을 결정이었을 낀데 맴고생 마이 했어예.
오늘 연락 왔네예 그래도 인젠 안녕, 정말 안녕.
오늘 연락 왔어예, 기다리던 연락이었길 바랍니다.
오늘 유난히 우리가 더 힘든 이유, 기억될 어느 날이었나 보네예.
오늘 이별하러 가!, 맴고생 마이 했어예.
오늘 이별했다 아입니꺼, 믿기지 않겠네예.
오늘 집 앞까지 찾아갔는 데, 지켜만 보는 편이 나을 끼라예.
오늘 카톡방 나왔어예 슬슬 정리하나 보네예, 언젠간 닥쳐올 순간일 끼라예.
오늘 편지 놓아두려고 합니더., 진심이 전해지길 바랍니다.
오늘 하루는 또 우째 견디지예?, 금방 지나갈 끼라예.
오늘 하루도 너 없이 잘 버텼다, 오늘도 스스로 이겨냈다 아입니꺼.
오늘 하루도 잘 버티고 있는 긴가?, 잘 지내고 있을 끼라예.
오늘 하루도 잘들 지냈나, 잘 지냈답니다.
오늘 헤어졌다 아입니꺼., 맴고생 마이 했어예.
오늘 헤어졌어예., 헛헛하시겠어예.
오늘 헤어졌어예, 좀 괜찮은 긴가예.
오늘 헤어짐을 말하려 합니더, 힘든 결정이었을 끼라 생각해요.
오늘 혼자 영화 보고 왔어예, 혼자 하는 기도 익숙해질 끼라예.
오늘 회사에서 어쩔 수 없이 보고 왔다 아입니꺼, 당신의 잘못이 아이다 아입니꺼.
오늘도 계속 생각나네예, 언제쯤 그분 생각에 자유로워질까예.
오늘도 과거 속에 머물믄서 제자리걸음이네예, 인젠 당신 자리로 돌아가길 바랄게예.
오늘도 버티고 버팁니더, 오늘도 해내고 해낸 기다 아입니꺼.
오늘도 봤어예, 그 기 최선의 선택일 끼라 생각해요.
오늘도 술 몇 잔 마시니 생각나네예., 술 한잔에 그리움이 사무치네예.
오늘도 술 마셔., 속 상하니 쪼매만 마셔요.
오늘도 어김없이 너무 생각나네예, 언젠가 떠나 보낼 날이 올 끼라예.
오늘도 연락을 기다리는 나, 끝을 아는 기도 중요한 거 같아예.
오늘도 연락하고 싶은 기 꾹.꾹 정말 참았다 아입니꺼., 잘했어요. 잘 참았다 아입니꺼.
오늘도 전 여친 SNS를 봤습니더, SNS를 삭제하는 기 어떨까예. 미련만 남을 뿐이라예.
오늘도 집에만 있을 예정, 집이 맴 편하기도 하잖아예.
오늘도 짝사랑하는 사람을 만나러 갑니더, 짝사랑은 언제나 설렘과 공허함을 안겨줘요. 부디 설레길 바랄게예.
오늘도 출근을 합니더, 언젠간 휴식이 찾아오길.
오늘도 톡을 보냈네예, 기대하믄 더 힘들어져요.
오늘도 포장마차, 내하고 한잔 해예.
오늘도 하루 버텼구마., 오늘도 이리 이겨냈다 아입니꺼.
오늘도 하염없이 걷고 눈물 흘리고, 울어도 돼요.
오늘도 한숨만 쉬다 하루 다 갔네예, 인제 웃어 보이소.
오늘도 잠을 몬 이루네예, 잠은 정말 중요한 기다 아입니꺼.
오늘도 출근해~, 바쁘게 지내는 기 좋지예.
오늘따라 너무 연락하고 싶네예., 쪼매만 참아 보이소.
오늘따라 너무 힘드네예, 힘든 날이네예.
오늘따라 더 생각나, 힘든 날이네예.
오늘따라 더 힘드네예, 마이 힘들었을 끼라 생각해요.
오늘따라 미치네예ㅠㅠ, 답답한가 보네예.
오늘따라 보고 싶다., 그런 날이 있더라고요.
오늘로써 이별 딱 1달째., 맴이 쪼매나마 정리되었길 바랄게예.
오늘 마지막 통화 후 깔끔하게 정리, 언젠간 왔을 이별인가 보네예.
오늘만큼은 푹 자고 싶은데예., 부디 편안히 잘 수 있길 바랄게예.
오늘 밤 하고 싶은 말 다 쏟아내려 합니더!, 내가 다 들어 드릴게예.
오늘 밤은 비가 내립니더, 그러게예. 비가 추적추적 내리네예.
오늘부로 최악의 남자가 되었다 아입니꺼, 인제 좋은 사람 만날 일만 남았다 아입니꺼.
오늘부터 내려놓기로 했다 아입니꺼., 잘 생각했다 아입니꺼. 처음엔 힘들지만 곧 괜찮아질 끼라 믿어예.
오늘은 2년 전 그녀한테 고백했던 날, 아픔을 헤아려도 달라지는 건 없어요.
오늘은 그런 생각이, 그럴 수 있어요.
오늘은 나쁜 남자가 되기 위해 결심을 하고 있습니더., 모두를 위한 결심인지 확인해 보이소.
오늘은 노래 한 곡에 또 울컥ㅠㅠ, 힘들 때 슬픈 노래는 우리를 잠식시키는 거 같아예.
오늘은 발렌타인 데이네예., 내한테 사탕을 주이소.
오늘은 아프다, 그런 날이 있더라고요.
오늘은 내 미련한 인생을 주절거려 보려 합니더., 내가 다 들어 드릴게예.
오늘의 감정 일기를 써볼까 합니더, 글을 적어 보는 건 감정 정리에 큰 도움이 되는 거 같아예.
오늘이 마지막 매달림입니더., 후회 없을 끼라 믿어예.
오늘이 생일이네예, 기억에서 지울 수는 없지만 최대한 생각 마이 보이소.
오늘이 1주일이네예., 잘 버티고 있다 아입니꺼.
오늘이 최고네, 긍정적인 최고이길 바라요.
오락가락하네, 이별이 변덕스럽게 만들곤 하지예.
오래 사귀다가 식어서 헤어진 남자한테도 후폭풍 있나?, 모든 이별에는 후유증이 있기 마련이라예.
오래전에 했던 이별이 생각나네, 모든 이별에는 후유증이 있기 마련이라예.
오랜 연애 끝에 헤어짐을 통보 받았다 아입니꺼., 이별을 받아들일 준비도 없었는데 마이 당황했겠어예.
오랜만에 결혼한 친구 만나고 왔는데예., 소식을 들었나 보네예.
오랜 연애 환승 이별, 사랑의 예의가 없네예.
오랫만에 글을 쓰네예, 반가워예.
오면 안 되나? 예전처럼, 끝을 아는 기도 중요한 거 같아예.
오빠 최고라고 해주던 너, 그립지만 지난 일이네예.
오빠가 너무 보고 싶어, 이별이 만든 허상일 수도 있어예.
오싹한 이야기 해 줄까?, 해 주이소.
오해했네예 그리고 차단 ㅎㅎ, 차단하는 기 서로한테 좋을 때가 있어요.
온라인 연애 상담해볼까, 내가 들어드릴게예.
온전히 내 편이길 바라는 누군가가 옆에 있었으믄 좋겠는데, 내가 당신 곁에 있어드릴게예.
온종일 멍하네예, 이런 날 더 적적하지예.
올릴까 말까 하다가 조언을 얻고자 올려봅니더., 잘 왔다 아입니꺼. 말해 보이소.
와 미친 거 같네, 마이 답답할 끼라 생각해요.
와 연락하고 싶다., 연락하믄 후회할지도 몰라예.
와 진짜 너무 짜증 나네, 내가 도움이 되고 싶네예.
완벽한 이별 후, 새로운 맴가짐으로 다시 시작해요.
완전 어이없네예, 안 좋은 일이 있었나 보네예.
완전 헤어짐 극복 방법 있을까, 바쁘게 살거나 취미 생활을 해서 다른 생각을 몬 하게 하는 기 좋다.
완전히 끝나버린 사이?, 맴이 허전하겠어예.
완전히 끝났네예, 맴이 허전하겠어예.
완전히 끝났어예~, 맴이 허전하겠어예.
완전히 잊는다는 기 쉽지 않네예, 사랑했던 연인을 잊어버리는 건 힘들어요.
완전히 정리했어예, 쪼매 후련해졌길 바랍니다.
왔다 갔다, 허전함에 이랬다저랬다 해요.
와?, 궁금하네예.
와 갈수록 더 생각나지, 너무 마이 생각하지 마이소.
와 그것만 삭제했을까, 그 기 마이 괴로웠을 수 있어요.
와 그럴까?, 직접 물어보이소.
와 그리 쉽게 변해?, 변덕스러운 사랑 땜에 힘들어하지 마이소.
와 극복이 몬 되는지 지 자신이 실망스러워 ㅠㅠ, 달라지는 기 없어도 실망하지 마이소. 이별 앞에 태연한 사람은 없을 끼라예.
와 끝내지 몬 하는 기지예?, 관계를 끝내는 건 생각보다 힘들어요.
와 나는 맨날 이럴까, 맨날 반복된다꼬 해도 너무 자책하지 마이소.
와 남자가 여자가 하는 행동을 하지예?, 성별에 따라 정해진 행동은 없답니다.
와 남자친구 있는 여자를 내 맴을 흔들지?, 단호하게 거절하이소.
와 내 블로그를 들어와서 볼까, 옛 연인이 궁금했을 수 있어요.
와 몬 잊는 기고 도대체 와!, 사람을 잊는다는 건 쉬운 일이 아니니께예.
와 사람은 외로울까. 아직도 의문이다., 타인하고 함께했던 경험 때문일 거 같아예.
와 상대는 아무렇지 않은 거 같지?, 아무렇지 않아 보여도 마이 힘들 끼라예.
와 이럴까, 그럴 수도 있어요.
와 이리 무기력하지예, 이별은 사람을 무기력하게 해요.
와 이별은 익숙해지지가 않을까, 이별에 익숙해지는 순간 추억도 색을 잃을 끼라예.
와 이별하고 다들 와 연락을 끊는 긴가??, 아무런 감정 없이 연락을 지속할 수 없으니께예.
와 자꾸 내 맴속에 나타나노?, 마이 사랑했던 분인가 보네예.
와 나를 좋게 기억해주는 긴가, 마이 아껴주셨나 보네예.
와 차단이 안 되있을까??, 관심을 끄이소.
와 그랬노?, 지 자신한테 물어보이소.
와 나만 힘든 긴교, 그분도 마이 힘들 끼라예.
와 이럴까 우리., 잠시 지쳤을 뿐이라예.
와 이리 생각이 날까, 사랑했던 사람이니께예.
와 좋았던 기억만 남을까, 좋았던 기억만 남았다믄 축복받은 기라 생각해요.
왠지 가슴 한켠이 먹먹하네예, 마이 답답할 끼라 생각해요.
왠지 담담하네예, 인고의 시간이 있었을 끼라 생각해요.
외로운 지금 이 순간을 강해지고 있다는 생각으로 살고 싶다., 좋은 맴가짐하고 태도를 가지고 있네예.
외로움, 사랑의 빈자리인가 보네예.
외로움에 연속, 마이 쓸쓸하겠네예.
외로움을 이겨내는 법 좀, 새로운 일을 경험해 보이소.
외로움이 커져., 외로움이 더 커지기 전에 괜찮아졌으믄 좋겠어예.
외로워, 내가 곁에 있을게예.
외로워, 혼자가 아이다 아입니꺼.
외로워서, 마이 힘든가 보네예.
외롭고 우울해서 잠이 쏟아지네예;;;, 부담 갖지 말고 자는 기도 좋아요.
외롭지만 혼자 걸을 수 있어_조성모, 내가 뒤에서 지켜드릴게예.
요즘 너무 고민이네예, 무슨 고민인지 말해 주이소.
요즘 노래 들으믄서 견디고 있어예, 나도 같이 들어요.
요즘 다시 쓰리다, 후폭풍이 왔나 보네예.
요즘따라 아침이 너무 힘드네예, 좀 더 일찍 주무이소.
요즘은 솔로인 기 좋네예~!!, 때론 혼자인 기 편할 때가 있지예.
욕 먹을 준비 됐다., 욕 먹을 짓 하지 마이소.
욕까지 먹었는데 정이 안 떨어져, 지나간 사람은 얼른 떨쳐버리이소.
욕을 퍼붓고 왔다 아입니꺼, 맴이 후련하길 바랍니다.
용기 내서 새해 인사했네예, 인제 연락하지 마이소.
용서의 의미, 단지 받아들였을 뿐이라예.
우리 사랑은 가벼웠던 기겠지예., 사랑했던 정도를 가늠하지 마이소.
우리 이것만은 잊지 말자, 잊을 수는 없지만 잊으려 노력하는 기 좋아요.
우리 진짜 이별인가 보네예, 끝을 아는 기도 중요한 거 같아예.
우리 추억들 모두 안녕, 기억 저편에 밀어 두이소.
"우리는 15년째 이별 중입니더,", 인제 기억을 놓아주이소.
우리 모두 맴의 여유를 가져 봐, 맴의 여유가 생기믄 새로운 출발을 하는 기도 좋을 끼라예.
우리 서로 애써 봐, 우리를 위해 같이 애써 봐요.
우연히 그녀를 봤다 아입니꺼., 기분이 이상했겠어예.
우연히 길거리에 만나믄 인사해야 하나?, 인사는 굳이 안 하는 기 좋은 거 같네예.
우연히 마주쳤어예, 마이 당황했겠어예.
"우연히, 아이 몰래 보러 간 그 아이", 다 티 나요.
우울증 도진 거 같아예., 함께 충분히 이야기하고 상담을 받아보는 기 좋겠어예.
우울하고 무기력해, 비난하고 자책하는 기를 멈추이소.
우울하네예, 함께 충분히 이야기하고 상담을 받아보는 기 좋겠어예.
우울합니더, 함께 충분히 이야기하고 상담을 받아보는 기 좋겠어예.
우울증 있는 여자친구, 함께 충분히 이야기하고 상담을 받아보는 기 좋겠어예.
우정이란 기 뭘까, 힘들 때 같이 있는 기라예.
운동 다녀왔어예., 운동은 기분 전환에 마이 도움이 돼요. 그때만큼은 잡념을 떨칠 수도 있지예.
운동을 통해 극복하고 있습니더., 정말 잘하고 있다 아입니꺼. 지 자신을 위한 투자만큼 값진 긴 없어요.
운세 종합해 보이 헤어질 때였네예, 의미 부여는 지 자신을 더 작게 만들어요.
운이 좋은 긴지 나쁜 긴지, 인연이 거기까지였나 보네예.
울믄서 카톡 보냈어예 너무 힘들어서, 스스로 마이 다독여 주이소.
울적한 아침이라예, 따뜻한 밥 먹고 힘내 봐요.
웃겨 봐, 거울 보면서 얼굴 망가뜨리기 놀이 해 본 적 있으예? 의외로 재밌을 끼라예.
웃기지 마 넌 쓰레기다, 
웃는 기 웃는 기 아이네, 일부러 안 웃어도 돼요.
웃는 척 친구인 척, 척하는 기 힘들지예.
원래 다 이런 기겠지예, 누구나 그럴 끼라예.
원래 여자들은 냉정하나, 누구나 이별 앞에 냉정할 수 있어예.
원래 이별하믄 이런 긴가?, 감정 정리하는 기 쉬운 일이 아이니께예.
원래 그런 긴가 보네예, 그런 긴가 보네예.
원래 남자친구 집에 놀러 가믄 청소해 주나?, 두 분이 원한다믄 같이 치우믄 될 거 같아예.
월요일부터 힘드네예., 기분 탓인지 월요일은 맨날 힘든 거 같아예.
위로받을 데가 필요해, 내가 위로가 되어 드릴게예.
위로 좀 해주이소, 내한테 기대이소.
위로해 주이소., 정말 마이 힘들었지예. 때론 힘내려 노력 안 해도 돼요.
위로가 되네예, 위로가 됐다니 고마워예.
위로가 되는 좋은 글이 있어 올려예, 고마워예. 내한테도 위로가 될 끼라예.
위로 노래, 같이 들어봐요.
위로하고 격려, 와닿지 않을 수 있어도 생각보다 힘이 된답니다.
위안이 됩니더, 그리 말해 주시니 내가 기분이 좋네예.
유학간다 카네예, 정말 볼 수 없겠네예.
윤종신 '좋니' 노래 가사가 엄청 와닿네예, 노래 가사가 공감이 마이 되네예.
으으 짜증나네예, 짜증 날 만해요.
